Beacon,Family Dining Room,107,miPos_88BDD2,Room Beacon,Family Dining Room Beacon
Beacon,Main Dining Room,108,miPos_8946B0,Room Beacon,Main Dining Room Beacon
Beacon,Demo Kitchen,110,miPos_88E75E,Kitchen Beacon,Demo Kitchen Beacon
 
